uid,ds,seq
78,2020-01-01,"5,42,28,38,3,68,19,91,44,2,66,88,82,92,34,14,5,34,97,23,67,78,72,61"
78,2020-01-02,"7,89,37,88,95,18,35,34,26,84,49,88,53,75,43,60,94,60,47,78,92,76,90,36,86,18,83,6,33,57,2,1,99,31,36,69,46,24,40,33,67,85,61,87,12,99,1,89,93,65,21,31,24,51,79,56,99,94,6,73,59,40,1,67,87,46,64,60,27,31,10,32,88,17,25,52,67,96,52,36,47,46,70,23,56,24,74,37,24,46,55,34,83,83"
78,2020-01-03,"33,75,9,44,75,29,67,53,70,43,24,36,40"
78,2020-01-04,"58,24,97,35,79,77,29,5,81,87,24,35,54,47,68,19,41,12,9,48,56,45,21,46,24,13,2,42,71,39,75,14,19,39,76,69,8,55,98,83,71,86,43,36,6,61,36,30,49,12,96,93,1,89,53,48,33,29,50,67,96,59,60,61,100,65,77,70,91,100,1,38,100,84,57,42,66,4,96,20,46,79,76,20,90,12,4,70,9,46,42,74,92,53,11,68,42"
78,2020-01-05,"74,11,19,95,93,38,56,28,94,71,96,16,37,10,52,21,67,27,59,45,63,63,4,14,86,90,13,95,78,41,74,75,61,66,42,19,68,96,66,13,58,48,11,86,10,66,72,28,38,7,67,29,13,65,74,9,81,37,94,93,98,3,65,89,41,66,1,53,20,56,61,61,93,17,67,25,71,68,31,5,28,7,52,17,84,55,36,29,79,55,28,100"
78,2020-01-06,"49,34,77,23,95,82,79,17,56,76,71,91,56,18,6,57,1,31,58,11,70,27,2,77,11,77,46,7,84,47,81,14,27,60,72,49,75,40,11,10,85,80,42,97,4,33,28,61,67,84,97,32,50,64,10,91,74,14,99,80,5,79,76,4,74,86,49,64,84,53,30,41,91,82,18,9"
78,2020-01-07,"28,53,17,83,44,63,38,5,75,39,40,61,98,32,98,89,15,37,36,87,50,86,33,52,10,98,23,95,25,6"
78,2020-01-08,"58,76,74,35,28,31,100,89,11,74,15,54,62,82,4,84,55,30,82,83,77,83,80,4,62,43,19,32,10,7,75,44,31,61,72,42"
78,2020-01-09,"54,18,89,83,71,64,20,37,57,49,79,22,68,72,27,4,81,39,11,99,41,51,88"
78,2020-01-10,"87,97,66,85,27,7,13,86,88,6,19,67,29,2,51,91,1,72,40,70,7,68,97,15,37,45,33,59,46,70,62,99,59,74,42,3,72,73,94,8,16,86,100,42,61,81,91,83,28,4"
79,2020-01-01,"80,80,57,27,54,36,53,57,85,49,88,62,19,14,52,56,11,40,25,19,63,91,57,6,80,39,35,9,77,5,88,45,87,93,26,71,27,7,21,23,17,47,26,15,55,20,59,57,52,66,45,11,45,36,4,27,20,75,91,78,86,98,37,59,63,10,95"
79,2020-01-02,"60,70,47,50,62,16,20,73,90,18,28,54,73,65,92,25,97,70,90,39,96,57,81,26,33,46,49,61,67,28,62,55,81,17,98,52,3,25,70,80,80,61,83,84,89,9,52,34,11,37,30,37,12,86,18,42,63,32,18,2,99,51,21,70,52,97,47,37,80"
79,2020-01-03,"25,64,3,33,1,11,13,35,25,32,60,87,37,21,92,10,6,47,41,24,69,92,20,50,46,69,47,71,48,84,90,69,96,2,73,40,89,78,4,55,62,38,97,91,46,91,43,8,13,72,78,7,16,35,29,39,42,17,24,34,61,30,90,77,66,87,17,48,51,16,79,25,27,34,66,72,97,47,4,22,24,96,42,8,49,17,59,67,30,24,15,64,71,14,53,30"
79,2020-01-04,"98,40,40,25,48,60,68,70,4,79,92,99,81,82,97,11,52,18,1,20,39,88,65,92,6,37,46,100,3,56,39,5,99,80,77,71,71,70,52,87,83,81"
79,2020-01-05,"39,66,14,47,97,53,33,14,78,90,90,28,87,70,43,9,91,60,98,81,93,65,45,91,12,40,17,76,27,20,41,100,27,1,29,95,94,29,54,40,67"
79,2020-01-06,"82,94,46,24,69,42,46,90,44,83,38,54,80,15,71,66,4,57,68,52,84,56,4,87,30,60,16,1,82,85,5,85,42,7,78,95,68,89,55,51,70,37,64,79,99,100,76,80,94,4,63,79,46,75,16,50,82,90,27,41,5,62,53,65,51,34,4,3,44,10,12,83,86,87,60,14,38,79,4,66,75,81,15,16,36,2,93,4,56,87,93,97,91,47"
79,2020-01-07,"40,80,84,21,54,2,37,8,22,55,35,52,81,73,100,37,30,22,3,4,9,62,77,47,6,70,93,56,37,62,28,65,66,95,65,42,3,39,36,29,34,54,75,85,34,36,15,33,37,53,51,43,65,49,93,21,48,26,98,80,41,79,5,90,61,12,58,48,62,100,69,15,13,31,41,81,88,56,75,73,79,14,13,51,56"
79,2020-01-08,"87,40,62,68,11,64,5,45,54,36,20,95,45,52,71,78,94,60,67,71"
79,2020-01-09,"39,37,59,65,86,70,59,21,50,66,100,37,86,20,11,26,7,56,56,31,50,30,18,68,99,99,56,53,38,57,60,80,55,36,57,81,51,79,92,15,43,69,36,18,21,99,40,36,80,1,71,50,62,4,50,41,13,32,12"
79,2020-01-10,"83,98,99,65,34,19,45,58,94,7,63,62,24,7,41,31,44,70,32,45,75,20,87,20,83,15,40,63,90,61,31,100,11,73,52,68,2,44,57,17,1,7,52,37,56,58"
80,2020-01-01,"42,69,27,86,11,78,37,73,9,68,52,64,87,46,27,12,35,51,68,34,92,71,69,18,82,44,91,90,100,19,97,65,38,69,52,73,80,68,71,34,98,14,8,47,91,14,100,64,78,68,78,12,25,3,56,72,84,29,16,51,93,46,8,65,18,52,66,69,6,74,80,10,3,20,42,89,72"
80,2020-01-02,"95,78,52,83,45,7,51,39,34,17,90,29,48,44,75,27,72,57,48,32,33,34,72,95,33,99,47,96,68,74,2,18,56,60,72,56,93,80,25,82,33,90,69,20,44,7,5,60,11,51,56,85,70,14,18,59,60,19,34,92,59,32,25,75,26,32,3,66,6,68,21,49,87,98,64,50,79,92,85,5"
80,2020-01-03,"15,5,40,51,2,19,75,84,100,20,65,68,31,65,17,39,93,65,90,17,33,15,38,58,64,28,73,58,91,97,75,41,40,75,28,95,79,84,80,90,32,20,4,53,5,6,15,28,9,30,60,78,39,38,3,86,11,19,54,67,4,57,69,86,75,89,48,65,69,4,74,84"
80,2020-01-04,"14,1,15,45,81,60,76,28,46,5,23,37,41,78,99,89,58,65,25,94,4,19,9,55,95,70,24,39,55,5,29,68,29,34,17,67,11,30,90,74,7,19,54,74,58,66,89,83,51,2,82,38,36,4,78,30"
80,2020-01-05,"68,40,50,17,42,89,92,25,6,65,12,18,16,35,92,68,80,42,94,48,33,69,72,16,79,42,95,64,62,63,11,17,51,69,61,95,98,22,6,53,13,79,75,88"
80,2020-01-06,"96,16,82,5,10,57,100,41,94,45,83,30,74,3,13,90,11,41,5,98,93,72,18,59,67,16,63,75,7,5,33,6,82,45,86,84,97,5,89,46,7"
80,2020-01-07,"84,70,31,81,60,69,54,89,62,33,97,93,88,54,26,77,15,51,88,90,11,62,62,18,10,61,68,79,5,70,94,36,2,19,29,89,53,4,62,72,93,58,72,57,78,5,33,72,14"
80,2020-01-08,"2,97,53,36,68,50,35,17,51,60,50,43,82,76,3,89,64,47,10,12,30,65,84,68,45,22,71,71,31,89,60,86,41,92,70,27,99,24,98,84,87,53,54,41,34,50,53,39,42,52,64,23,71,48,8,81,82,78,94,83,73,51,53,60,54,19,81,14,82,30,35,55,45,28,45,7,45,95,100,33"
80,2020-01-09,"33,57,74,26,94,57,45,34,24,12,56,24,62,67"
80,2020-01-10,"68,14,77,19,81,26,35,4,52,13,61,24,14,24,76,4,34,3,34"
81,2020-01-01,"68,79,74,21,38,40,64,95,68,90,35,18,46,93,99,69,47,12,66,95,17,13,28,50,14,47,81,58,22,4,35,92,21,38,72,25,68,27,51,96"
81,2020-01-02,"75,8,7,18,82,59,87,41,36,1,50,71,36,10,76,19,56,1,2,35,83,14,52,37,31,96,31,53,59,15,3,7,63,22,25,21,82,93,70,72"
81,2020-01-03,"46,31,69,55,89,70,53,6,8,85,25,95,30,4,29,33,76,86,81,49,79,27,29,4,42,55,80,21,60,11,33,40,80,52,55,62,30,53,19,75,99,68,58,36,25,51,45,75,87,2,12,46,53,23,69,44,49,4,62,88,85,73,79,6,89,23,23,56,60,65,57,83,99,4"
81,2020-01-04,"14,51,52,42,41,37,81,13,7,72,73,52,19,98,63,81,48,86,24,89,40,88,8,48,5,7,33,11,12,44,20,43,20,21,83,47,21,56,12,70,39,68,51,41,67,21,97,7,59,38,76,100,93,99,46,37,78,8,2"
81,2020-01-05,"31,63,96,25,96,1,6,4,27,57,51,11,70,98,54,79,84,57,49,10,48,14,26,71,100,50,34,40,14,21,92,36,53,67,76,7,92,23,43,17,2,74,86,80,70,87,67,79,37,4,87,84,60,94,87,78,67,14,91,5,9,23,67,100,27,45,23,11,58,2,33,60,69,27,20,39,81,59,17,38,8,33,56,5,37,60,85,28,25,56,8,46,26"
81,2020-01-06,"6,49,96,76,13,15,65,48,48,16,21,77,15,42,90,17,27,34,71,5,73,9,7,19,42,34"
81,2020-01-07,"44,60"
81,2020-01-08,"2,74,43,78,50,32,54,81,83,6,88,74,44,10,84,9,31,5,50,52,84,85,31,18,49,45,75,21,24,15,64,81,1,19,90,94,73,78,97,82,61,41,44,100,62,42,40,63,26,1,25,99,11,38,68,27,29,62,15,21,98,20,26,78,27,78,3,46,91,54,44,55,50,77,80,93,41,5,13,24,22,80,59,96"
81,2020-01-09,"80,100,83,95,19,7,40,59,50,24,95,93,91,8,51,9,42,16,70,89,77,37,92,44,41,1,6,84,67,24"
81,2020-01-10,"43,76,51,61,74,51,92,83,29,6,19,74,55,67,62,72,53,51,80,85,15,57,7,59,13,54,29,98,39,9,48,22,30,57,68,22,45,86,19,5,93,30,34,17,87,89"
82,2020-01-01,"59,41,10,28,40,89"
82,2020-01-02,"32,80,1,4,10,82,35,48,50,51,75,45,69,11,54,93,79,82,48,54,14,94,40,31,89,12,61,30,41,37,19,74,83,99,81,5,7,84,16,46,50,9,78,86,21,3,5,9,19,6,63,58,62,31,41,35,92,1,58,37,20,56,18,26,26,21,99,100,38,30,45,43,70,81,25,27,43,65,68,6,19,34,31,48,31,23,85,32,46,6,83"
82,2020-01-03,"35,51,99,6,94,57,22,18,30,24,95,44,94,15,54,19,41,27,82,36,70,6,52,53,38,41,36,80,63,42,63,79"
82,2020-01-04,"8,67,35,41,18,3,65,19,29,88,97,53,53,48,53,80,64,27,39,19,56,67,54,59,4,27,92,33,86,19,100,88,69,57,80,54,5,14,62,56,31,89,74,80,81,54,32"
82,2020-01-05,"16,38,93,75,59,30,64,69,21,30,19,17,16,18,56,73,53,8,32,40,45,53,20,81,50,68,41,63,23,51,86,5,98,70,38,95,65,64,33,78,35,52,67,91,2,60,94,70,50,73,93,51,95,65,60,41,78,98,3,67,18,49,84,75,62,10,67,87,12,28,15,21,78,51,44,59,47,51,85,8,2,57,94,26,9,29"
82,2020-01-06,"83,56,3,65,35,77,69,76,30,96,4,35,36,49,23,40,70,88,37,73,24"
82,2020-01-07,"20,9,84,43,53,64,35,90,29,23,72,28,18,34,94,78,47,24,85,9,48,6,64,67,58,67,9,5,88,44,56,62,5,68,25,48,78,86,56,27,21,35,48,79,39,87,47,65,98,24,2,79,45,32,34,24,45,90,57,9,99,46,53,64,68,23,4,13,72,44,97,56,21,72,25,6,87,5,74,69,50,22,55,59,2,18,60,20,100,48,37"
82,2020-01-08,"16,6,72,33,54,13,58,73,12,69,7,34,37,11,100,4,54,29,85,30,98,33,45,8,23,23,43,62,58,33,57,64,65,83,89,39,35,26,29,27,7,83,79,50,93,76,3,24,43,54,100,54,92,71,52,61,53,82,48,85,70,7,75,89,68,67,19,85,100,11,24,58,86,27,23,13,31,65,61,85,87,5,3,20,67,27,82,92,49,39,36,80,69,6,16,65,48,58,70,67"
82,2020-01-09,"32,90,28,2,76,88,62,12,13,92,65,89,31,8,56,58,35,94,57,77,5,45,6,8,35,85,2,1,9,24,17,40,78,8,7,11,1,20,81,99,65,28,69,100,21,62,8,57,7,48,75,46,51,99,5,21,70,20,13,85,52,92,92,15,48,3,89,28,67,25,86,88,24,68,9,10,35,28,96,65,7,39,17,70,28,80,22,3,87"
82,2020-01-10,"84,69,45,45,79,94,72,72,80,6,9,41,74,62,35,56,88,11,71,54,66,91,63,90,75,17,88,95,67,73,67,38,48,8,36,21,67,53,13,13,68,52,88,56,62,16,56,36,83,32,80,89,92,72,73,74,49,14,15,16,13,79,55,37,69,2,1,4,31,52,66,96,58,12,7,100,6,32,61,7,57,87,43,76,98,82,83,96,85,66,49,36,81,91,17"
83,2020-01-01,"35,88,88,44,91,6,65,13,44,94,26,76,52,57,95,9,81,9,26,93,37,36,95"
83,2020-01-02,"77,57,30,73,43,18,93,29,14,37,44,86,40,23,82,46,65,43,56,2,31,95,58,80,84,21,26,54,13,55,57,8,53,61,16,89,92,44,25,88,43,87,61,95,49,4,69,57,1,35,53,64,73,60,39,63,6,68,97,61,87,28,62,57,22,95,8,96,73,38,34,55,66,39,51"
83,2020-01-03,"90,26,73,40,89,77,1,6,78,35,15,100,25,25,82,96,100,82,93,99,30,57,57,81,60,83,72,18,85,80,27,64,2,17,71,50,82,58,64,55,19,62,29,83,88,65,18,96,52,26,9,82,24,84,78,95,21,14,41,10,19,40,89,78,96,23,78,17,61,16,28,36,28,25,39,38,83,48,71,67"
83,2020-01-04,"61,39,31,27,20,20,86,88,76,57,92,20,39,9,54,23,3,68,4,78,13,81,99,99,76,50"
83,2020-01-05,"59,95,20,83,87,14,13,88,22,54,92,18,24,89,95,12,49,95,11,17,4,73,2,93,52,88,30,20,6,30,46,63,8,25,44,32,57,16,40,67,97,79,2"
83,2020-01-06,"100,91,35,28,3,15,2,94,23,29,33,76,97,96,47,80,42,28,24,85,2,7,92,38,37,9,3,16,85,20,12,100,64,46,99,18,53"
83,2020-01-07,"46,75,38,30,48,70,40,81,94,22,83,45,48,54,21,63,86,82,24,80,100,81,71,29,28,75,84,60,63,55,38,51,25,40,57,93,49,61,40,45,6,86,28,64,69,2,35,28,7,73,24,9,69,46,53,4,9,31,45,9,20,51,54,14,52,78,23,5,4,96,3,23,68,18,43,89,3,69,41,62,13,9,81,81,77,32,81,92,45,89,53,80,96,78,60"
83,2020-01-08,"88,66,39,40,80,99,94,38,14,76,83,76,57,57,63,64,45,87,50,59,9,18,35,12,88,84,18,76,11,89,50,21,18,87,1,86,58,15,68,82,20,46,17,93,3,95,1,65,43,47,8,98,33,92,32,52,40,78,65,45,26,47,100,81,9,55,54,41,10,63,47,48,69,24,2,39,14,25,26,90,6,20,80,88,33,16,69,56,11,85,44,99,44,23,56,60,64"
83,2020-01-09,"65,38,17,98,88,55,6,93,47,88,86,49,12,38,54,50,81,73,61,31,51,61,58,33,92,11,8,75,81,92,51,37,30,3,60,81,56,9,27,40,94,28,75,14,42,15,41,27,81,75,58,64,31,56,80,13,78,9,26,97,12,89,15,30,34,93,85,72,68,21,45,93,2,63,34,15,1,33,52,40,46,95,77,39,78,26,70,86"
83,2020-01-10,"91,8,1,23,26,40,40,27,91,9,47,80,31,98,56,75,29,63,81,57,5,8,38,81,83,50,9,92,37,72,2,9,20,50,77,40,43,85,25,9,30,21,82,1,82,24,95,42,77,69,48,50,3,82,82,24,86,94,79,78,84,6,20,59,11,14,28,66,59,28,84"
84,2020-01-01,"92,14,80,10,10,22,57,39,68,8,84,79,18,91,94,56,74,13,3,59,24,97,40,44,53,77,51,7,21,13,29,27,4,26,88,46,59,65,24,26,2,12,35,100,31,60,52,61,68,63,59,90,58,79,65,98,25,81,50,3,63,94,76,27,12,44,60,72,5,59,41,17,84,5,12,97,20,9,63,9,10,8,71,84,65,64,61,73,42,76,66,21,78,71"
84,2020-01-02,"100,16,50,31,49,43,62,25,34,86,57,14,97,77,60,30,76,6,3,74,34,87,74,46,97,23,93,3,47,94,70,11,2,7,37,75,16,74,2,52,83,59,30,66,75,69,84,45,84,22,12,44,72,66,80,91,90,19,67,20,67,11,63,43,21,90,58,49,18,58,15,6,67,45,24,9,23,27,12,83"
84,2020-01-03,"99,18,44,52,38,30,62,46,23,93,73,35,56,61,62,64,39,66,100,31,13,90,97,84,72,42,81,98,96,34,4,15,93,5,88,79,6,19,14,64,70,93,3,10,47,49,65,23,61,30,12,81,55,57,30,12,47,54,96,42,25,13,10,31,37,20,42,79,16,11,62,17,19,34,36,5,72"
84,2020-01-04,"65,88,41,2,70,40,59,40,44,45,6,37,89,97,30,59,19,52,61,27,49,100,78,91,82,77,58,53,78,78,21,17,8,45,66,93,100,94,32,82,12,14,34,61,78,24,45,99,10,74,95,24,7,93,46,38,42,52,21,63,51,39,80,87,47,43,46,82,5,78,31,77,85,16"
84,2020-01-05,"55,35,52,10,80,82,28,35,43,97,60,89,63,28,72,57,18,29,90,87,18,16,63,55,47,38,5,6,78,72,58,56,46,57,39,99,83,10,55,1,22,69,64,77,30,58,96,86,91,19,68,28,76,13,26,83,28,85,97,36,83,72,70,44,55,48,25,36,12"
84,2020-01-06,"60,41,10,44,2,47,41,50,51,97,14,2,95,15,94,37,76,82,14,82,36,14,43,23,46,39,25,96,7,55"
84,2020-01-07,"59,95,14,84,95,93,65,24,45,7,99,45,43,33,8,92,71,59,82,43,51,60,54,100,36,54,57,85,84,99,52,44,36,73,28,42,96,14,8,11,18,43,96,49,34,91,21,29,5,47,57,25,75,1,83,11,93,30,88,83,51"
84,2020-01-08,"32,67,33,21,26,36,56,83,42,21,81,32,57,49,97,4,38,47,48,97,10,65,56,80,50,72,100,71,5,47,75,13,69,84,28,14,6,50,65,17,90,37,11,54,56,91,98,49,41,71,17,39,5,59,95,53,94,74,89,22,95,1,86,60,94,6,88,33,39,45,55,78,83,4,61,84,79,15,42,84,11,20,100,6,74,90,51,42,74,86,19,38,27,83,51,6,53,16,82"
84,2020-01-09,"56,33,44,60,9,39,74,90,19,39,86"
84,2020-01-10,"88,7"
85,2020-01-01,"33,74,93,9,1,15,20,68,44,92,49,93,92,93,82,30,76,40,95,62,84,70,37,69,1,12,96,29,13,6,62,35,15,56,17,60,38,97,25,38,14,11,75,32,92,1,8,55,74,34,81,57,81"
85,2020-01-02,"88,64,78,29,61,5,15,39,45,30,54,20,62,1"
85,2020-01-03,"56,83,76,16,96,28,55,23,17,88,32,38,41,84,48,35,16,34,53,91,17,27,97,80,10,19,50,100,83,82,31,18,85,25,1,9,87,96,85,75,5,39,68,71,100,64,74,87,21,89,87,13,4,20,60,69,40,93,95,83,96,24,69,54,18,99,55,39,10,83,78,95,100,17,22,12,5,85,89,6,66,52,28"
85,2020-01-04,"10,45,2,4,52,89,65,4,5,51,89,43,69,44,25,79,95,80,42,49,64,95,53,32,96,66,31,18,3,47,51,44,37,4,90,53,35,86,78,23,75,43,29,20,67,66,72,69,89,42,27,15,31,62,51,44,33,86,92,54,33,52,83,93,34,47,26,2,43,31,4,8,77,75,83,91,95"
85,2020-01-05,"68,8,54,54,79,39,67,48,31,30,56,98,67,63,65,1,40,10,56,23,19,30,71,32,41,79,61,9,86,45,86,32,35,54,26,42,72,82"
85,2020-01-06,"74,80,44,51,72,87,28,58,21,97,31,15,78,9,53,42,58,67,60,89,38,65,41,40,36,42,69,71,90,10"
85,2020-01-07,"43,84,18,79,2,78,70,68,24,72,30,51,33,42,34,19,85,20,32,14,28,63,23,7,61,24,27,91,39,86,2,53,17,33,80,90,41,16,67,96,88,78,41,52,28,62,38,68,61,45,43,72,12,3,54,28,90,22,72,25,46"
85,2020-01-08,"57,98,64,8,49,90,48,78,55,84,6,83,1,99,81,44,50,1,45,83,50,33,88,60,20,63,45,65,77"
85,2020-01-09,"58,78,90,88,69,64,24,75,89,85,98,7,69,77,82,94,99,4,2,35,47,41,94,100,8,3,41,51,5,96,54,27,67,100,24,69,64,10,100,77,11,68,47,18,60,15,73,14,6,54,26,71,81,12,74,35,70,50,52,21,56"
85,2020-01-10,"34,2,90,54,68,8,19,58,97,32,31,14,82,97,70,29,9,71,24,73,55,75,46,61,9,61,61,55,86,65,3,67,44,41,96,7,70,92,64,13,24,53,94,35,87,41,61,18,11,25,51,19,6,38,34,26,45,67,80,6,70,50,76,39,57,56,67,91,60,20,60,54,42,49,26"
86,2020-01-01,"39,22,15,12,55,84,66,66,4,50,71,3,65,2,76,77,60,20,31,43,4,33,41,11,78,23,69,14,11,88,94,13,28,79,6,20,8,41,57,40,17,91,52,82,37,10,45,100,62,23,5,33,69,43,93,19,11,20,18,32,37,68,54,8,14,76,35,83,15"
86,2020-01-02,"34,91,39,43,40,54,40,86,4,92,3,64,16,22,13,90,3,93,35,72,13,92,9,1,44,14,81,51,9,22,82,27,49,29,81,36,30,66,19,30,66,24,58,7,13,12,73,91,68,7,97,40,57,56,21,12,39,43,21,55,88,84,77,75,82,19,15,42,94,12,49,10,26,72,65,80,25,21,28,93,56,11,92,28,54,85,49,69"
86,2020-01-03,"16,59,57,92,22,85,71,3,11,36,91,4,90,91,84,7,73,52,60,19,63"
86,2020-01-04,"80,80,34,22,75,23,45,2,73,74,53,54,32,4,19,80,82,53,94,73,15,28,91,41,83,2,83,27,27,23,50,19,96,34,62,29,12,18,66,95,71,36,12,82,68,63,11,51,1,83,28,94,91,78"
86,2020-01-05,"90,89,30,100,38,26,60,36,39,93,17,58,26,78,59,80,40,41,93,32,16,74,95,62,23,94,78,32,36,8,46,96,79,21,68,9,65,29,37,94,18,58,91,92,87,95,10,95,98,94,77,48,57,30,100,66,39,62,81,51,7,60,73,78,22,40,8,33,10,81,4,54,38,95,33"
86,2020-01-06,"87,31,98,55,9,53,16,27,54,7,37,12,62,12,20,14,31,20,25,79,50,99,35"
86,2020-01-07,"72,55,11,36,51,18,56,26,97,93,88,21,69,72,69,26,65,98,95,30,76,91,25,29,60,97,27,93,81,69,96,42,92,73,17,30,25,39,28,11,99,32,47,83,73,6,3,51,81,43,48,11,1,34,65,15,80,20,75,80,2,38,37,26,56,20,30,60,42,61,36"
86,2020-01-08,"19,65,8,71,55,43,78,60,71,58,30,13,97,20,7,40,75,75,16,23,95,50"
86,2020-01-09,"69,56,58,35,5,66,36,4,68,12,41,45,90,57,20,51,92,15,26,66,74,76,15,66,70,55,55,86,54,71,49,16,51,61,68,67,46,62,26,43,30,65,78,62,66,28,83,38,97,51,47,81,15,23,81,23,77,17,2,85,60,32,65,64,61,49,40,74,48,60,66,74,72,87,27"
86,2020-01-10,"34,35,36,97,91,63,99,30,63,78,34,89,43,20,26,79,19,67,74,23,81,74,38,2,59,4,98,1,14,33,100,21,45,24,36,35,11,20,91,90,88,96,15"
87,2020-01-01,"56,72,33,39,46,28,95,16,50,50,54,42,22,97,17,20,16,71,34,20,7,52,57,84,15,73,1,96,52,31,57,55,14,94,21,7,20,61,44,7,87,26,16,72,16,28,20,51,60,2,43,74,48,31,53"
87,2020-01-02,"26,49,74,87,24,94,23,49,46,92,82,55,21,84,80,20,33,76,73,18,47,79,99,67,87,23,55,88,92,85,58,18,24,39,27,97,63,79,52,45,10,12,69,76,95,8,19,38,43,95,45,20"
87,2020-01-03,"33,33,34,91,16,51,83,21,76,22,35,76,18,24,52,58,67,48,45,80,20,73,96,74,27,26,7,99,42,32,10,19,85,48,61,44,24,42,48,70,12,38,54,63,94,4,67,39,13,7,84,5,9,73,27,42,46,53,51,70,16,37,62,29,55,75,58,72,73,59,55,63,97,78,71,65,41,74,90,69,98,68,77,26,61,39,19,34,21,53,34,12,29,41,21,36,91,53"
87,2020-01-04,"70,3,1,26,60,19,72,67,48,86,63,34,76,57,97,58,48,64,36,59,76,93,14,17,4,17,53,19,79,99,83,34,11,23,85,2,18,28,11,19,25,81,57,1,46,29,85,40,2,47,1,99,6,80,87,94,91,12,17,71,97,43,61,64,83,42,31,99,4,44,55,100,58,59,38,59,51,92,13,87,96,30,39,34,88,11,77,26,27,28,13,66,76,71"
87,2020-01-05,"77,73,24,99,48,20,91,60,85,33,45,83,23,53,1,7,8,96,95,46,53,81,77,72,89,51,27,23,48,71,22,96,40,21,36,53,67,96,12,69,4,36,1,81,10,8,13,73,67,31,31,50,21,21,77,40,92,51,53,16,41,80"
87,2020-01-06,"96,94,64,41,9,86,14,45,78,84,65,45"
87,2020-01-07,"72,15,41,46,44,100,88,88,10,61,2,91,93,40,56,57,77,8,30,27,71,14,18,57,98,80,45,53,12,34,22,52,80,74,73,71,79,75,69,45,12,8,84,64,66,11,79,72,43,56,15,52,45,23,8,6,50,17,70,25,96,75,20,32,97,23,34,53,22,17,17,77,20,35,5,46,61,98,74,89,60,53,45,46,15,79,99,42,16,32,21,29,5,34,82,62,19,74,24,21"
87,2020-01-08,"68,11,31,52"
87,2020-01-09,"28,40,89,37,87,12,19,37,75,52,71,76,1,16,38,84,59,4,81,52,70,18,33,75,31,50,17,74,73,89,65,7,95,84,2,54,15,18,75,94,90,43,31,24,42,92,56,61,22,96,87,51,52,70,99"
87,2020-01-10,"50,59,31,38,97,22,32,65,1,75,32,63,62,36,39,93,81,42,36,11,7,97,43,59,54,76,50,34,23,67,46,2,58,54,35,97,7,78,76,31,67,34,37,19,68,12"
88,2020-01-01,"19,47,35,70,38,71,90,66,79,37,4,44,92,12,3,85,49,72,91,64,87,65,65,17,47,85,82,80,76,17,57,6,67,84,55,31,71,30,11,82,40,78,75,2"
88,2020-01-02,"79,28,10,61,14,21,37,62,17,67,9,78,43,47,79,74,37,6,38,65,91,38,94,46,4,86,78,42,46,74,65,64,98,83,14,86,39,16,5,30,51,16,20,80,22,51,32,73,19,50,38,50,53,33,80,54,61,39,5,76,23,58,85,78,44,66,86,49,99,7,72,27,57,79,38"
88,2020-01-03,"7,82,53,14,62,42,88,41,81,95,28,43,27,68,82,41,26,60,4,36,93,67,18,76,68,98,52,53,1,94"
88,2020-01-04,"50,77,45,41,8,22,53,9,56,34,63,57,13,5,92,9,62,84,35,13,72,62,59,21,83,14,73,86,64,25,93,17,81,42,31,59,13,90,11,44,92,73,40,37,23,2,64,62,49,94,4,62,60,78,73,72,93,86,48,33,81,71,32,29,73,79,21,5,18,17,87,69,71,79,49,78,64,3,87,22,25,32,85,25,79,5,10,81,23,63,86,79"
88,2020-01-05,"33,9,5,3,62,44,32,13,31,78,52,50,33,60,78,62,100,69,85,59,32,42,26,69,43"
88,2020-01-06,"37,84,46,47,77,42,9,51,38,79,56,64,68,27,40,53,60,89,71,87,83,83,69,12,48,6,4,84,21,57,38,90,31,30,82,94,58,35,74,89,36,1,31,91,85,6,90,99,82,50,72,85,11,59,31,35,29,10,75,22,72,57,100,29,85,9,89,50"
88,2020-01-07,"1,63,42,51,57,81,90,49,5,35,33,7,66,71,32,3,4,94,96,18,3,33,88,96,15,50,33,16,62,22,99,10,8,40,51,28,10,50,47,17,17,51,44,84,2,16,41,3,20,35,80,61,69,36,7,50,79,80,97,32"
88,2020-01-08,"21,75,80,58,92,40,34,37,85,13,97,69,93,75,50,9,11,66,41,77,81,97,28,12,4,62,10,49,99,23,13,28,62,81,34,21,47,53,19,86,23,38,38,18,35,46,30,45,1,96,44,53,53,45,25,68,74,99,69,33,11,90,52,80,5,49,35,15,88,100,87,9,44,6,24,94,85,70,77,17,25,62,57"
88,2020-01-09,"49,74,100,21,75"
88,2020-01-10,"76,75,31,85,48"
89,2020-01-01,"100,10,49,47,74,18,19,75,71,18,87,76,95,57,95,98,43,54,27,70,25,42,70,4,85,73,95,40,13,53,70,100,33,53,66,6,73,99,66,68,42,93,90,50,34,71,50,95,97,82,74,14,73,88,55,62,62,13,28,34,34,24,1,68,80,68,88,64,68,52,17,93,38,17,3,44,12,85,36,76,67,12,31,40,49,14,91,62,85,29,75,66,56,98,17,54,32,18,68"
